No,Name,Weight,Calorie,Protein ,Carbohydrates ,Sugar,Fat ,Saturated ,Fiber,Sodium,Source,Country,Original_Portion
1079,Dan's W.P.B. Sandwich,100,112.11974,3.7013,14.80521,6.45702,4.99811,1.02664,1.24277,0.132382342,allrecipes,US,1
1080,Parmesan Chicken I,100,24.51813,1.75272,1.87257,0.23469,1.0736,0.52432,0.04994,0.06491561,allrecipes,US,6
1081,Chicken Korma II,100,34.16485,2.17179,1.15027,0.44637,2.36064,0.84983,0.17168,0.041203839,allrecipes,US,4
1082,Turkey Sandwiches with Cranberry Sauce,100,67.43191,3.12536,4.42601,0.85237,4.15451,1.42693,0.23361,0.20961978,allrecipes,US,4
1083,Chicken Broccoli Ca - Unieng's Style,100,12.17381,1.16009,0.70178,0.24348,0.56572,0.09309,0.17903,0.03007648,allrecipes,US,6
1084,Garlic and Ham Spaghetti,100,25.15966,0.79278,3.13257,0.32482,1.11209,0.54503,0.4129,0.028628056,allrecipes,US,4
1085,Chorizo Burger,100,67.88368,2.95775,1.9602,0.77809,5.26211,1.66093,0.18954,0.14165295,allrecipes,US,4
1086,Curried Chicken and Brown Rice Casserole,100,24.42609,2.30071,3.49668,1.46962,0.20271,0.05068,0.30406,0.062838899,allrecipes,US,4
1087,Pork Chops and Scalloped Potatoes,100,14.67832,0.86113,1.44826,0.08807,0.6067,0.29357,0.14189,0.060670408,allrecipes,US,6
1088,Crab-Stuffed Filet Mignon with Whiskey Peppercorn Sauce,100,42.26275,2.33914,0.37856,0.0226,3.23751,1.38992,0.0565,0.066671187,allrecipes,US,4
1089,Apple and BBQ Sauce Baby Back Ribs,100,16.02218,0.64194,1.56539,1.18391,0.78401,0.28677,0.06051,0.047093118,allrecipes,US,8
1090,Beef Enchiladas I,100,18.0069,1.07374,1.49724,0.38348,0.92369,0.48352,0.28011,0.075695683,allrecipes,US,6
1091,Summer Pasta with Basil,,,,,,,,,0,allrecipes,US,
1092,Shrimp Alfredo Pasta,100,29.29757,1.30683,1.64651,0.15569,1.98148,1.00017,0.10379,0.049065167,allrecipes,US,8
1093,Vegetarian Stuffed Peppers,100,15.72868,0.62495,2.49981,0.85145,0.42782,0.08389,0.31457,0.04445973,allrecipes,US,6
1094,Italian Chicken Skillet,100,27.60358,2.27797,2.87828,0.39663,0.69143,0.24656,0.23048,0.040735381,allrecipes,US,4
1095,Honey Pork with Peppers,100,29.05327,1.99995,1.89184,1.39861,1.50672,0.43918,0.12837,0.066890084,allrecipes,US,4
1096,Easy Cheap and Yummy Casserole,100,29.8468,1.02483,2.27153,0.76598,1.90703,0.72372,0.22187,0.107765452,allrecipes,US,8
1097,Tofu and Rice Stuffed Peppers,100,23.21002,1.19402,2.35033,0.67033,1.04738,0.33935,0.32678,0.03393523,allrecipes,US,4
1098,Thyme Salmon with Sage Pasta,100,33.60905,2.25123,3.23973,0.26785,1.28186,0.35076,0.29974,0.046555232,allrecipes,US,6
1099,Gin and Spice Flank Steak,100,30.80205,1.88567,0.18771,0.00853,2.23549,1.14334,0.0256,0.063139932,allrecipes,US,4
1100,Grilled BBQ Meatloaf,100,31.98954,2.23342,2.03836,0.65832,1.59948,0.59005,0.11703,0.056566878,allrecipes,US,6
1101,Fried Frog Legs with Creamy Onion-Mushroom Gravy,100,39.05225,2.05408,2.58369,0.71769,2.27681,0.71274,0.13859,0.08117325,allrecipes,US,4
1102,Baked Bluefish,100,28.59798,2.18873,1.53314,0.191,1.4712,0.73302,0.07227,0.043877762,allrecipes,US,6
1103,Skrie Salmon,100,35.50324,3.12143,0.11914,0.09531,2.43042,0.78631,0.01589,0.013502351,allrecipes,US,4
1104,Robust Garlic Baked Chicken,100,39.28869,2.17001,0.33121,0.01142,3.28929,1.66177,0.09708,0.006852679,allrecipes,US,5
1105,Grecian Pork Tenderloin,100,27.00535,1.62433,0.60829,0.0869,2.07888,0.34091,0.14706,0.055481284,allrecipes,US,6
1106,Chorizo and Broccoli Rabe Pasta,100,53.50123,2.54635,2.46287,0.18089,3.66647,1.28709,0.18785,0.105750165,allrecipes,US,6
1107,Corn Crusted Red Fish,100,33.55862,3.46835,3.51522,0.2156,0.59056,0.10311,0.24372,0.024372182,allrecipes,US,4
1108,Cabbage and Rice,100,6.15885,0.17245,1.24819,0.28741,0.06569,0.01232,0.20119,0.010264748,allrecipes,US,8
1109,Baked Macaroni and Cheese with Tomato,100,47.93988,1.83338,4.62555,0.49236,2.4553,1.47707,0.24618,0.051826898,allrecipes,US,6
1110,A Lot More Than Plain Spinach Pie (Greek Batsaria),100,22.16637,0.68545,1.53459,0.18415,1.5039,0.48084,0.133,0.024212497,allrecipes,US,9
1111,Artichoke Spinach Lasagna,100,14.7379,0.78528,1.65615,0.46149,0.59547,0.26796,0.25308,0.042427288,allrecipes,US,8
1112,Ground Chicken Taco Burgers,100,65.69038,2.08368,10.66109,2.59414,1.9749,0.59414,1.23849,0.117991632,allrecipes,US,4
1113,Runzas (Bierocks),100,21.93861,1.20516,2.33719,0.28959,0.80442,0.29251,0.25156,0.03568681,allrecipes,US,9
1114,Bronco Burger,100,25.57939,1.85178,1.02543,0.03005,1.51373,0.62728,0.06761,0.035307816,allrecipes,US,8
1115,Simple Spinach Lasagna,100,13.17783,0.85419,1.51855,0.4636,0.43074,0.17522,0.22632,0.038328862,allrecipes,US,8
1116,Mozzarella Meat Whirl,100,55.43229,3.20242,1.28097,0.87685,4.14027,1.7537,0.0305,0.118946863,allrecipes,US,4
1117,Baked Chicken and Okra,100,7.74831,0.5121,0.86835,0.08906,0.24046,0.0668,0.06012,0.007124886,allrecipes,US,10
1118,Thanksgiving-Style Turkey Meatloaf,100,16.01731,1.48732,0.67606,0.17161,0.83207,0.29122,0.11441,0.027042207,allrecipes,US,8
1119,Horseshoe,100,119.89765,5.14097,4.72713,0.20984,8.97047,5.11182,0.23315,0.13872455,allrecipes,US,2
1120,Penne Pasta with Cannellini Beans and Escarole,100,17.14735,0.7578,3.32437,0.19913,0.11063,0.01659,0.41486,0.017700486,allrecipes,US,8
1121,Sweet and Simple Pork Chops,100,57.56656,3.93092,3.96818,3.24161,2.94353,1.54629,0.46575,0.037259906,allrecipes,US,2
1122,Banana and Black Bean Saute,100,79.1379,1.57153,7.01577,2.76141,5.53404,4.29926,1.62766,0.090924398,allrecipes,US,2
1123,Spanakopita,100,21.39379,0.74188,1.34143,0.13802,1.48808,0.86265,0.14665,0.035368762,allrecipes,US,10
1124,Hobo's Delight,100,19.25894,1.32271,1.40888,0.23266,0.90909,0.3533,0.24128,0.01421801,allrecipes,US,6
1125,BBQ Chicken Sandwiches,100,11.66834,0.84428,0.90597,0.34899,0.51115,0.12691,0.04759,0.016920862,allrecipes,US,12
1126,Amy's Spicy Beans and Rice,100,6.60684,0.25464,0.7708,0.02753,0.29593,0.15141,0.11011,0.007570335,allrecipes,US,6
1127,Vegan Casserole,100,21.00475,1.02196,2.73466,0.41606,0.80788,0.1131,0.44837,0.028679568,allrecipes,US,5
1128,Beef Stroganoff with Noodles,100,25.1701,1.09449,1.18218,0.09094,1.77327,0.68852,0.0747,0.073074487,allrecipes,US,6
1129,Sour Cream Enchiladas,100,38.35096,1.61632,3.92816,0.21551,1.77306,0.83755,0.2351,0.08228558,allrecipes,US,6
1130,Slow Cooker Barbecue Beef,100,23.94355,1.97927,0.91117,0.67325,1.34651,0.52645,0.07087,0.032903396,allrecipes,US,7
1131,Gluck,100,26.86288,1.39376,1.35093,0.28031,1.78307,0.87596,0.12069,0.045550105,allrecipes,US,8
1132,Best Barbecued Beef,100,24.25717,1.9233,0.11775,0.04318,1.58967,0.73007,0.00785,0.006280174,allrecipes,US,8
1133,Kielbasa Fried Rice,100,24.9736,0.86061,2.03801,0.33263,1.47835,0.44879,0.15839,0.055966209,allrecipes,US,6
1134,Farfalle Pasta with Zucchini and Lemon-Cream Sauce,100,34.98817,1.38904,3.97057,0.27519,1.59216,0.76004,0.24898,0.03472609,allrecipes,US,6
1135,Brown Rice,,,,,,,,,0,allrecipes,US,
1136,Unstuffed Cabbage,100,11.16537,0.9509,1.42941,0.76685,0.18404,0.02454,0.47852,0.040489804,allrecipes,US,5
1137,Chicken Lasagna III,100,27.17304,2.089,1.39267,0.14807,1.4567,0.74836,0.06803,0.055226509,allrecipes,US,7
1138,Curried Coconut Chicken,100,18.13048,1.5568,0.80741,0.51249,1.01047,0.6672,0.13537,0.03916184,allrecipes,US,6
1139,Turkey Tetrazzini,100,32.53311,2.09526,2.80625,0.33934,1.42198,0.69483,0.19929,0.049015119,allrecipes,US,6
1140,Basic Baked Spaghetti,100,39.55261,2.00661,4.86077,0.63023,1.2822,0.60126,0.31874,0.035495929,allrecipes,US,6
1141,Suz's Vegetable Manicotti,100,32.58495,2.10817,2.46178,0.74748,1.59792,0.88624,0.28199,0.052368676,allrecipes,US,4
1142,Manicotti Alla Romana,100,22.58552,1.13405,1.98459,0.41094,1.14043,0.52561,0.19113,0.034403889,allrecipes,US,7
1143,To Die For Fettuccine Alfredo,100,69.54013,1.70965,6.05951,0.28855,4.41479,2.69793,0.27412,0.041839495,allrecipes,US,6
1144,Turkey Thighs in Brown Sauce,100,27.27174,2.78131,1.44141,0.14888,1.10305,0.25715,0.12181,0.027068728,allrecipes,US,4
1145,Chili Mac,,,,,,,,,0,allrecipes,US,
1146,Burrito Pie,100,11.76871,0.5394,0.90717,0.01362,0.65109,0.2806,0.12804,0.023156031,allrecipes,US,16
1147,Crawfish Thermidor,100,24.67991,1.72262,1.10149,0.52176,1.26712,0.74537,0.04969,0.042237424,allrecipes,US,4
1148,Lamb Chops with Preserved Lemon (Moroccan Style),100,36.70882,1.86567,0.44051,0.12956,3.02308,1.14877,0.10365,0.088964898,allrecipes,US,4
1149,Thighs on Rice,100,27.63671,1.32572,1.96403,0.07014,1.56421,0.6313,0.06313,0.035773407,allrecipes,US,6
1150,Cranberry Chicken III,100,53.62611,3.54387,2.4874,1.43092,3.24966,1.06316,0.04012,0.017385025,allrecipes,US,4
1151,Greek-Style Stuffed Peppers,100,14.27779,0.61133,1.15429,0.65155,0.82851,0.35795,0.20512,0.024131468,allrecipes,US,8
1152,No Sour Cream Beef Stroganoff,100,28.90368,1.97987,1.05715,0.25665,1.68656,0.65996,0.12832,0.058662854,allrecipes,US,4
1153,Vietnamese Stir-Fry,100,27.37847,1.82715,0.50722,0.17868,1.98278,0.6225,0.11528,0.067437491,allrecipes,US,6
1154,Awesome Chicken and Yellow Rice Casserole,100,15.78712,1.37746,1.46691,0.10733,0.47853,0.10733,0.09392,0.03175313,allrecipes,US,8
1155,Bulgur Veggie Stir Fry,100,15.61475,1.06313,2.01829,0.26578,0.55648,0.08306,0.62293,0.014119719,allrecipes,US,4
1156,Five-Veggie Stir-Fry,100,21.60593,0.9225,3.10737,0.57292,0.67003,0.10196,0.30103,0.033015799,allrecipes,US,4
1157,Caramel Coated Catfish,100,30.32191,2.762,1.80881,1.3885,1.30594,0.30022,0.06004,0.051036874,allrecipes,US,4
1158,Beer,,,,,,,,,0,allrecipes,US,
1159,Stephanie's Best Casserole,100,24.03274,1.42796,2.5666,0.33599,0.76998,0.35466,0.196,0.03173255,allrecipes,US,8
1160,Monkey Meat,100,12.73526,1.30056,0.22527,0.0871,0.72387,0.22227,0.06908,0.024629506,allrecipes,US,12
1161,Homestyle Turkey,,,,,,,,,0,allrecipes,US,
1162,Easy Chicken Cacciatore,100,38.5939,6.1107,1.38295,0.57891,0.88444,0.22513,0.40202,0.035377738,allrecipes,US,2
1163,Roast Suckling Pig,100,23.17151,0.8203,0.13281,0.09375,2.12497,0.78593,0.00625,0.007343635,allrecipes,US,12
1164,Easy Slow Cooker Pulled Pork,100,5.51484,0.5586,0.12453,0.03558,0.29531,0.10318,0.02491,0.022059347,allrecipes,US,10
1165,Bean Casserole,100,32.58337,1.30024,4.62823,0.57272,1.06031,0.21671,0.76621,0.07816914,allrecipes,US,4
1166,Whole Wheat Rigatoni and Cauliflower,,,,,,,,,0,allrecipes,US,
1167,Continental Chicken,100,31.8127,2.41848,0.58331,0.17948,2.12683,0.56536,0.1032,0.065509923,allrecipes,US,5
1168,Olive,,,,,,,,,0,allrecipes,US,
1169,Vietnamese/Chinese Pork Chops,100,28.39377,1.67223,1.02381,0.74397,1.96572,0.47095,0.02048,0.055285951,allrecipes,US,6
1170,New Brunswick Lobster Casserole,100,27.08536,1.67873,1.52355,0.26803,1.58703,0.95222,0.08464,0.065597359,allrecipes,US,6
1171,Cherry Pork Chops,100,31.23209,2.42598,3.97326,0,0.53486,0.18147,0.08596,0.006685769,allrecipes,US,4
1172,Greek Orange Roast Lamb,100,24.10084,1.35832,2.7272,0.24841,0.85886,0.27483,0.39375,0.008192172,allrecipes,US,4
1173,Tortas,100,31.86427,1.46907,3.80302,0.25243,1.25802,0.39727,0.61246,0.016139044,allrecipes,US,4
1174,Triple Bypasses,100,34.91952,1.54654,3.53744,0.95871,1.56753,0.54584,0.16795,0.097620714,allrecipes,US,6
1175,South Jersey Oyster Pie,100,21.64342,0.93817,1.43999,0.03927,1.33526,0.47563,0.10036,0.028799707,allrecipes,US,8
1176,Coconut Curried Tofu with Green Beans and Coconut Rice,100,146.70814,4.42371,15.6385,0.29376,8.01797,5.97892,1.55521,0.010368066,allrecipes,US,1
1177,Aussie Works Burger,100,36.02571,2.26673,2.34036,0.97822,1.94591,0.75733,0.19985,0.063110728,allrecipes,US,4
1178,Mexican Pork Chops,100,22.12401,1.71563,2.74502,0.50701,0.52749,0.13315,0.37385,0.065040484,allrecipes,US,4
1179,Slow Cooker New England Boiled Dinner,100,9.97519,0.62984,1.62736,0.25897,0.13428,0.04156,0.23979,0.028454869,allrecipes,US,6
1180,Vinegar Chicken,100,10.72647,0.83304,0.28975,0.18945,0.61573,0.15602,0.06129,0.022010169,allrecipes,US,6
1181,Cabbage Rolls III,100,9.01703,0.424,0.47488,0.03392,0.61621,0.22896,0.09893,0.020069253,allrecipes,US,12
1182,Italian Stuffed Zucchini,100,128.79075,17.15725,9.04655,3.4983,3.60971,1.53747,2.29506,0.418904164,allrecipes,US,1
1183,Chicken Coconut Curry,100,18.39883,1.78053,1.40662,0.74782,0.68254,0.52822,0.22553,0.007122127,allrecipes,US,6
1184,Amazing Almond Chicken Casserole,100,23.88244,0.85539,0.94777,0.12318,1.87501,0.51665,0.10607,0.044822336,allrecipes,US,10
1185,Indian-Style Butter Chicken (Murgh Makhani),100,29.79204,1.68174,1.55063,0.86347,1.94394,1.15732,0.36166,0.068264014,allrecipes,US,3
1186,Cheese and Pasta in a Pot,100,26.85451,1.1391,1.80014,0.29215,1.69095,0.89417,0.1505,0.030985974,allrecipes,US,8
1187,Sausage Casserole I,100,26.01393,0.7374,2.39656,0.29086,1.54035,0.54486,0.29906,0.043015158,allrecipes,US,5
1188,Clams Casino,100,38.13555,1.32262,2.60115,0.3527,2.50196,0.62824,0.22044,0.052904804,allrecipes,US,4
1189,Spinach Enchiladas,100,33.30548,1.3714,2.00524,0.08643,2.29912,1.31954,0.34573,0.024201216,allrecipes,US,5
1190,Stuffed Breast of Veal,100,7.70318,0.68473,0.43386,0.06493,0.34532,0.10035,0.03542,0.006788245,allrecipes,US,15
1191,Homemade Chicken Parmigiana,100,49.77686,3.79252,1.52028,0.53945,3.07325,1.19334,0.17164,0.05639743,allrecipes,US,3
1192,Sweet Tomato Meatballs,100,53.25759,2.24517,1.70215,0.20885,4.11441,1.50374,0.11487,0.031327994,allrecipes,US,4
1193,Bifana,100,33.86425,1.78166,5.79989,5.19968,0.50544,0.12004,0.25272,0.00442257,allrecipes,US,4
1194,Lenie's Herbal Fish,100,12.15621,1.35069,0.70795,0.29808,0.44247,0.06055,0.13973,0.015369926,allrecipes,US,6
1195,Stuffed Sole,100,27.65602,4.09921,0.30607,0.03279,0.88543,0.45911,0.02186,0.025141833,allrecipes,US,4
1196,Shrimp Cakes,100,54.5148,1.2465,2.31197,0.28447,4.48945,0.70859,0.09827,0.067755583,allrecipes,US,4
1197,Pasta with Baby Broccoli and Beans,100,39.13062,1.86083,6.02909,0.46787,0.8932,0.12228,0.81877,0.022861639,allrecipes,US,4
1198,Golden Chili Chicken,100,37.71915,2.8471,0.50865,0.29726,2.64893,0.70022,0.07927,0.042277153,allrecipes,US,5
1199,Dorsey's Fish & Oyster House Crab Cakes,100,12.66807,0.54967,0.073,0.00859,1.13798,0.15459,0.00859,0.015888762,allrecipes,US,8
1200,Parma Wrapped Chicken with Mediterranean Vegetables,100,41.90129,3.04336,3.05806,0.74246,1.99215,0.47782,0.58074,0.047782172,allrecipes,US,2
1201,Fabulous Zucchini Grinders,100,27.33496,1.36272,3.00765,0.54831,1.21758,0.58057,0.27416,0.058862898,allrecipes,US,4
1202,Biriyani,100,8.57691,0.35176,1.2138,0.03474,0.23885,0.05646,0.04126,0.000868548,allrecipes,US,12
1203,Coal Miners Pasties,100,33.26182,1.27326,2.77369,0.15425,1.86782,0.72638,0.20473,0.06169983,allrecipes,US,6
1204,Island Jump-Up Ribs,100,43.88075,2.3431,2.74582,2.5,2.67782,1.1454,0.06276,0.023012552,allrecipes,US,4
1205,Black Bean Lasagna I,100,15.64295,1.06247,1.85834,0.16466,0.46262,0.2666,0.38421,0.038813331,allrecipes,US,8
1206,Swiss Chicken Casserole I,100,35.913,2.57334,2.15604,0.26555,1.83991,1.03692,0.07587,0.073975721,allrecipes,US,6
1207,Moist Garlic Roasted Chicken,100,19.88316,2.1113,0.15886,0,1.17352,0.32797,0.05125,0.016398483,allrecipes,US,6
1208,Stovetop Yankee Pot Roast,100,12.43383,0.90049,0.32366,0.09293,0.75628,0.25637,0.05127,0.012497917,allrecipes,US,10
1209,Pork Sausage and Cabbage Pitas,100,30.86317,0.96209,1.50506,0.13336,2.3576,0.86684,0.19051,0.070489953,allrecipes,US,6
1210,Grandma Carlson's Turkey Pot Pie,100,19.70644,0.62809,1.55453,0.16095,1.24049,0.54958,0.12562,0.034152603,allrecipes,US,8
1211,Chicken Chorizo on Quinoa with Peppers,100,13.6413,0.55768,1.79879,0.13122,0.48387,0.13669,0.23237,0.033078094,allrecipes,US,6
1212,Brussels Sprouts With Franks,100,35.07245,1.13002,1.45647,0.76172,2.82086,0.96261,0.32645,0.102120251,allrecipes,US,4
1213,Crusted Salmon with Honey-Mustard Sauce,100,43.42392,3.16557,1.14033,0.70245,2.86452,1.11297,0.03649,0.031017087,allrecipes,US,4
1214,Creamy Swiss Chicken Casserole,100,41.95701,3.18755,3.98814,0.20756,1.42328,0.59303,0.20756,0.055596738,allrecipes,US,4
1215,Cherry Chicken,100,42.93112,2.36887,3.17967,1.5917,2.30162,0.51936,0.19056,0.031759317,allrecipes,US,4
1216,Tortellini Carbonara,100,32.98718,1.56428,1.85519,0.20308,2.18451,1.25143,0.19759,0.067511197,allrecipes,US,5
1217,Bratwurst,,,,,,,,,0,allrecipes,US,
1218,Baked Milk Fish,100,16.09182,2.83522,0.66411,0.51085,0.17028,0.0596,0.04257,0.022136891,allrecipes,US,4
1219,Pasta Isabarte,100,24.76821,1.08168,3.65563,0.75497,0.63576,0.25166,0.33113,0.044591612,allrecipes,US,6
1220,Tuna Noodle Stew,100,35.22146,2.13259,5.23015,0.58863,0.62723,0.16405,0.46319,0.063688121,allrecipes,US,4
1221,Savory Feta Pies,100,75.37252,2.79437,3.70821,0.30965,5.44525,2.06179,0.32475,0.103467287,allrecipes,US,4
1222,Quick Turkey and Rice,100,14.90144,1.03583,2.12618,0.19535,0.22261,0.04543,0.09995,0.009086242,allrecipes,US,6
1223,Grilled Mahi Mahi with Roasted Pepper Sauce and Cilantro Pesto,100,26.46303,2.76271,0.73724,0.26385,1.17958,0.2949,0.11641,0.051994816,allrecipes,US,4
1224,Mussels Moorings Style,100,11.12225,0.6488,0.29491,0.10954,0.67408,0.39181,0.01685,0.014324112,allrecipes,US,4
1225,Shrimp Pil Pil,100,20.22857,2.4416,0.22548,0.03221,0.97922,0.27702,0.09019,0.027701545,allrecipes,US,6
1226,Chicken with Shrimp Sauce,100,28.98918,3.55017,0.98552,0.23629,1.11807,0.54751,0.04611,0.020747725,allrecipes,US,4
1227,Oat Crusted Fish,100,63.59459,6.30952,5.23573,0.24139,1.82293,0.33296,0.69921,0.019977359,allrecipes,US,2
1228,Wrapped Salmon,100,57.4,3.88,2.31,0.01,3.51,1.72,0.07,0.079,allrecipes,US,4
1229,Crispy Barbequed Tofu Slices,100,44.47731,1.65295,5.48082,1.95744,1.87044,0.22837,0.19574,0.146807747,allrecipes,US,4
1230,Ham and Pear Panini,100,61.71986,3.16379,7.0537,1.90173,2.35123,1.14104,0.7434,0.145223194,allrecipes,US,2
1231,Hilary's Wild Venison Casserole,100,28.41038,2.62739,2.48648,0.4682,0.70458,0.15001,0.82276,0.021819174,allrecipes,US,4
1232,Saleeg,100,30.79388,2.06123,2.03987,0.23496,1.52011,0.46636,0.0534,0.015307939,allrecipes,US,6
1233,Penne with Eggplant,100,72.84423,1.85153,10.31815,1.46036,2.8251,0.38248,1.25174,0.137343533,allrecipes,US,2
1234,Middle Eastern Stuffed Zucchini,100,11.49238,0.66568,1.80236,0.63428,0.29516,0.11304,0.314,0.070335854,allrecipes,US,4
1235,Easy Seafood Fettucini,100,42.21645,2.01682,5.81687,0.69506,1.25339,0.60391,0.26777,0.045577813,allrecipes,US,4
1236,Sauteed Abalone,100,46.36515,2.63756,4.78961,0.42428,1.93771,0.64299,0.27557,0.078295862,allrecipes,US,4
1237,Baked Stuffed Flounder Ricardo,100,47.09051,3.07248,4.15164,0.37904,1.91305,1.0301,0.28094,0.0637684,allrecipes,US,4
1238,German Beef Rouladen,100,15.68323,1.9928,0.24128,0.02234,0.69703,0.20554,0.02234,0.050490157,allrecipes,US,8
1239,Garlic Herb Grilled Pork Tenderloin,100,36.81698,4.16939,0.1992,0,2.06065,0.53577,0.06182,0.129134183,allrecipes,US,4
1240,Harvey's Moroccan Roast Chicken,100,27.07303,2.22692,1.12204,0.1647,1.55095,0.38088,0.24705,0.068283042,allrecipes,US,4
1241,Saffron Rice with Raisins and Cashews,100,33.61529,0.57124,6.36054,1.4281,0.74701,0.25266,0.14281,0.006591234,allrecipes,US,4
1242,Creamy Potato Lasagna,100,13.95149,0.75181,1.45125,0.13465,0.59097,0.35533,0.20572,0.028800658,allrecipes,US,8
1243,Spanakopita (Greek Spinach Pie),100,25.8755,1.02914,1.60742,0.26954,1.79854,0.62238,0.36265,0.045576171,allrecipes,US,5
1244,Middle Eastern Cumin Meatballs,100,38.47287,2.90737,0.75671,0.1832,2.60469,0.81247,0.07965,0.050182009,allrecipes,US,4
1245,Stuffed Peppers,100,12.60983,0.81354,1.30166,0.32033,0.47795,0.18305,0.17796,0.028473804,allrecipes,US,6
1246,Slow Cooker Lasagna,100,16.35077,1.14382,1.30879,0.27496,0.74422,0.37394,0.11731,0.052058511,allrecipes,US,10
1247,Stir Fried Sesame Vegetables with Rice,100,25.05705,0.5474,3.27669,0.45488,1.14106,0.18504,0.30839,0.068617776,allrecipes,US,4
1248,Sweet and Sour Meatloaf,100,36.86034,1.63749,2.57416,1.69814,2.21701,0.87602,0.1213,0.066712489,allrecipes,US,6
1249,Sour Cream Roast,100,21.49382,1.18216,0.25793,0.03439,1.7324,0.82966,0.02579,0.006448146,allrecipes,US,6
1250,Harvest Vegan Nut Roast,100,62.64127,2.08087,9.04101,1.37768,2.12392,0.26549,0.8754,0.066013705,allrecipes,US,3
1251,Grilled Bacon Apple Sandwich,100,129.25276,4.42753,11.27855,5.54606,7.96955,3.01383,1.21174,0.191082802,allrecipes,US,2
1252,Stuffed Peppers with Creole Sauce,100,19.29668,1.20932,1.81179,0.40602,0.85132,0.3056,0.30997,0.052389164,allrecipes,US,4
1253,Clams and Chourico,100,21.56775,0.6396,1.15028,0.3074,1.51222,0.38673,0.14379,0.045118746,allrecipes,US,4
1254,Super Summer Grilled Bluefish,100,31.40332,3.98413,0.40015,0.25662,1.43098,0.26097,0.0087,0.081770416,allrecipes,US,4
1255,Florns' Chinese Steamed Fish,100,44.55335,7.17309,0.87622,0.38613,1.20294,0.20792,0.20792,0.176728299,allrecipes,US,2
1256,Sylvia's Butterbeans and Okra,100,10.93947,0.60812,1.30547,0.21813,0.38668,0.18838,0.41973,0.002313484,allrecipes,US,8
1257,Baked Haddock with Spinach and Tomatoes,100,10.07748,1.42076,0.50663,0.17071,0.29737,0.14868,0.21477,0.025882055,allrecipes,US,6
1258,Crispy Orange Beef,100,15.54418,0.84006,1.81502,0.51814,0.57333,0.15943,0.18089,0.019928442,allrecipes,US,6
1259,Easy Coq Au Vin,100,12.55245,1.16037,0.13501,0.03649,0.65317,0.1715,0.01095,0.018244846,allrecipes,US,8
1260,Herbed and Spiced Roasted Beef Tenderloin,100,35.24197,2.10007,0.11868,0.01548,2.87921,1.11969,0.02064,0.042826994,allrecipes,US,8
1261,Mom's Baked Macaroni and Cheese,100,46.61134,2.23375,4.52974,0.26279,2.13693,1.29322,0.26279,0.058782849,allrecipes,US,6
1262,Sukiyaki,100,13.76088,1.03981,1.19467,0.72565,0.54424,0.18584,0.17256,0.088051928,allrecipes,US,6
